collection,split,file_stem,model_family,n_configs,node_count,edge_count,edge_per_node
tile:xla,test,2831da08124756eeeb7a5c0f5f755fea,hashed_graph_id,787,73,80,1.095890410958904
tile:xla,test,2832df399c259d98f4946e83c56f94c8,hashed_graph_id,138,61,61,1.0
tile:xla,test,287224a3ce2d583db79e6e956c8fcb77,hashed_graph_id,478,46,45,0.9782608695652174
tile:xla,test,28a5375741493e3ee264bba835c5a099,hashed_graph_id,3425,43,42,0.9767441860465116
tile:xla,test,28d9c8dc3c2980a1297ca08bac7e7278,hashed_graph_id,191,61,61,1.0
tile:xla,test,2922e4cf939d053b4d1c2fa459628e83,hashed_graph_id,8994,32,33,1.03125
tile:xla,test,2929ae3ce1a85b76c4188a50f10a6dca,hashed_graph_id,1195,19,18,0.9473684210526315
tile:xla,test,299089b6aea7cc09b4936caec68c885c,hashed_graph_id,7482,37,39,1.054054054054054
tile:xla,test,29e065cb06be8f1523cd6301fbb6dc32,hashed_graph_id,352,57,68,1.1929824561403508
tile:xla,test,2ab7cca8ffaa3ecd27e7a8d644d6f416,hashed_graph_id,115,9,8,0.8888888888888888
tile:xla,test,2b5e539272adc4c910c8f285b6bc6896,hashed_graph_id,220,9,9,1.0
tile:xla,test,2b948525e1cdc87575c24f81882a72b0,hashed_graph_id,974,42,45,1.0714285714285714
tile:xla,test,2b9da949ecbbf9431ac72a16c9b003e8,hashed_graph_id,1249,94,97,1.0319148936170213
tile:xla,test,2bc89e7959bb44833b5f0d50753c99f7,hashed_graph_id,448,66,67,1.0151515151515151
tile:xla,test,2bc8bbd63d63560807f354df9436e567,hashed_graph_id,1208,96,107,1.1145833333333333
tile:xla,test,2be265628b95cad802e8aed4e44cd6dd,hashed_graph_id,62,14,13,0.9285714285714286
tile:xla,test,2bfdd5dc49dc4c742a841135d737f818,hashed_graph_id,87,14,13,0.9285714285714286
tile:xla,test,2c7065047d5eaa8630b03ada2f3d2385,hashed_graph_id,1673,21,21,1.0
tile:xla,test,2ca047faf024cd52890090b35061c630,hashed_graph_id,915,57,58,1.0175438596491229
tile:xla,test,2d09e3ab92e184c561abaf8d9efe7b87,hashed_graph_id,270,10,9,0.9
tile:xla,test,2d260c22c3ff1d067341be8172c6c3c6,hashed_graph_id,1325,72,75,1.0416666666666667
tile:xla,test,2d6cb01126240319a3d4a5e0a5c1e058,hashed_graph_id,198,75,82,1.0933333333333333
tile:xla,test,2d8bb967a9788d9974f99f4ad76d31f4,hashed_graph_id,1323,70,72,1.0285714285714285
tile:xla,test,2e3825b097f2ad56f55ff538b12f31f2,hashed_graph_id,8994,73,80,1.095890410958904
tile:xla,test,2ebe56a1ddb8772e3ca3d5fcd53c5e2f,hashed_graph_id,7909,23,22,0.9565217391304348
tile:xla,test,2ed25b05a071f287f9f1a04e2324e1b9,hashed_graph_id,1043,42,45,1.0714285714285714
tile:xla,test,2f79219d7054b4d8a7f071cf36ac4d7c,hashed_graph_id,23,2,1,0.5
tile:xla,test,2fe1177b4fdf6407758dd635fa90345e,hashed_graph_id,8999,57,57,1.0
tile:xla,test,3001fa1de02dc4c132ec994af6178408,hashed_graph_id,845,20,23,1.15
tile:xla,test,3054e2e8c42344027b5027b5dd6ee4cc,hashed_graph_id,185,9,8,0.8888888888888888
tile:xla,test,30cbe83eeb542134d64e1b0ac1e566d8,hashed_graph_id,523,16,15,0.9375
tile:xla,test,30d3f9906adbec55c446b6df344e4684,hashed_graph_id,6,7,6,0.8571428571428571
tile:xla,test,31509abc20054f2608a099f62f126e3b,hashed_graph_id,52,43,49,1.1395348837209303
tile:xla,test,3183f2c7b43ab61b05d1f6f0beb68438,hashed_graph_id,775,43,49,1.1395348837209303
tile:xla,test,31b4052a89507138fc06d82688461e00,hashed_graph_id,259,31,31,1.0
tile:xla,test,31cec14c5c237f400d4dc4846446eeaf,hashed_graph_id,3149,21,21,1.0
tile:xla,test,32ee2f0afdc0a20b1952512cf9a9e37e,hashed_graph_id,1549,58,59,1.0172413793103448
tile:xla,test,3390c748f3374c80153ad47b983faea2,hashed_graph_id,139,15,15,1.0
tile:xla,test,339fe05532b959b6b33856aede53e3ab,hashed_graph_id,5932,22,21,0.9545454545454546
tile:xla,test,33eda9cb7d5c9cb6ed81fb2fc84f382f,hashed_graph_id,5538,42,45,1.0714285714285714
tile:xla,test,34105d7d4e01122157c0eec8e6851b22,hashed_graph_id,3055,42,45,1.0714285714285714
tile:xla,test,34a21cf24fd3872e9b5d382a3b19c99e,hashed_graph_id,81,37,38,1.027027027027027
tile:xla,test,34a2312250b792c67d220000e948c2c7,hashed_graph_id,660,19,19,1.0
tile:xla,test,3505c76a2f1cad781f2a1597e3ea6e25,hashed_graph_id,8801,71,70,0.9859154929577465
tile:xla,test,3523b75f05aaecb8e8b7bdafea07103a,hashed_graph_id,2,23,22,0.9565217391304348
tile:xla,test,35be22544522b94def2a2ce1d17cab98,hashed_graph_id,85,18,18,1.0
tile:xla,test,3610d7e16d0928ea031df76fc178ce2d,hashed_graph_id,28,2,1,0.5
tile:xla,test,3638f6c2031d4f3a3ee0a8699d911998,hashed_graph_id,632,2,1,0.5
tile:xla,test,369be89f87214cc9963f0940593d336d,hashed_graph_id,1021,14,13,0.9285714285714286
tile:xla,test,37003c6a5d82817cd9eeabe654f4184b,hashed_graph_id,18,9,8,0.8888888888888888
tile:xla,test,370873e0e7529704147e3552dd97d7aa,hashed_graph_id,937,72,75,1.0416666666666667
tile:xla,test,37365d504334335d27589029e5dba2ea,hashed_graph_id,9992,42,45,1.0714285714285714
tile:xla,test,37702040de6a1ba79e30e327fda32ff0,hashed_graph_id,9999,57,57,1.0
tile:xla,test,37823950c3cc2fa78a1d415dcde302f7,hashed_graph_id,252,12,11,0.9166666666666666
tile:xla,test,379cc1bdac69ab3483cdc891938f65ec,hashed_graph_id,11,9,8,0.8888888888888888
tile:xla,test,37a9a3cd5049632b6c38dd8e3f296a70,hashed_graph_id,521,13,12,0.9230769230769231
tile:xla,test,37b382fb5e57a2f41a4674fe8ba5941f,hashed_graph_id,523,16,15,0.9375
tile:xla,test,37b7d74cb126b977f23e3f9453c76ad0,hashed_graph_id,9997,12,11,0.9166666666666666
tile:xla,test,385de53086be47f29260a91fc1dd5a26,hashed_graph_id,4135,71,70,0.9859154929577465
tile:xla,test,38e3f75abe1afdb180d31b35af3aa9a8,hashed_graph_id,100,5,4,0.8
tile:xla,test,38e8d58bf3373385748726cc77524d11,hashed_graph_id,30,28,27,0.9642857142857143
tile:xla,test,390fc89ad36bc81be52da85d29d2f84d,hashed_graph_id,149,66,67,1.0151515151515151
tile:xla,test,3a925546ff94d8052242692d4412c807,hashed_graph_id,3786,20,23,1.15
tile:xla,test,3ace3f1ec8c0887d9f732e56d8e20d39,hashed_graph_id,81,45,44,0.9777777777777777
tile:xla,test,3ad7a21fdfc9fce79d2b9c3f83397989,hashed_graph_id,1469,70,70,1.0
tile:xla,test,3adf87c46a1ebabd78d94fd6210b0bc0,hashed_graph_id,522,21,21,1.0
tile:xla,test,3ba313ae4e95243c9a2a7a5fb5a4f096,hashed_graph_id,1017,57,58,1.0175438596491229
tile:xla,test,3bbd8b9ede8311e8e3b434ea4fc7048f,hashed_graph_id,1567,66,67,1.0151515151515151
tile:xla,test,3bf9e6f70261f41a6df5eaa3939608d2,hashed_graph_id,1000,57,57,1.0
tile:xla,test,3c2b65a74ad712740c167a90c512d133,hashed_graph_id,102,14,13,0.9285714285714286
tile:xla,test,3c85c4e165540138fbbb362de6ce40d1,hashed_graph_id,138,45,44,0.9777777777777777
tile:xla,test,3c885673e325cec6d51a33c558b5047e,hashed_graph_id,100,26,26,1.0
tile:xla,test,3cebc9308d0e1085777e5aaf2cf5ca88,hashed_graph_id,25,2,1,0.5
tile:xla,test,3cf4f8126788a988bb9447bdfffbdfa3,hashed_graph_id,3882,49,48,0.9795918367346939
tile:xla,test,3d44ff028a1d503dfd9b4fa85b101cf8,hashed_graph_id,1003,14,13,0.9285714285714286
tile:xla,test,3d8a7cb3c1fec9dd8174e57bcdeb9fda,hashed_graph_id,939,12,11,0.9166666666666666
tile:xla,test,3e35461fd558ca6eb8822ee9d9dda24b,hashed_graph_id,8,11,11,1.0
tile:xla,test,3e4fb155386cc9cca05a08972634dff3,hashed_graph_id,114,18,18,1.0
tile:xla,test,3e6331b6420164c84b606b3dee4c3123,hashed_graph_id,903,46,45,0.9782608695652174
tile:xla,test,3f23db7272243cb90ae5da2e5b52a999,hashed_graph_id,44,14,13,0.9285714285714286
tile:xla,test,3f399b5c73d14f1655d2a6e0423f5c05,hashed_graph_id,5513,73,80,1.095890410958904
tile:xla,test,3f5877aa3729668ff8138c1762f5f07a,hashed_graph_id,28,2,1,0.5
tile:xla,test,3f8bf25118c9ceab69e74e0f2f0dec72,hashed_graph_id,442,70,76,1.0857142857142856
tile:xla,test,3f8fb71e1de25d5d709c1a540a2505bc,hashed_graph_id,823,38,38,1.0
tile:xla,test,3faf3dcc898db6dcb16a491dd354e87f,hashed_graph_id,3302,20,23,1.15
tile:xla,test,3fd09bd896675dea1c4ef445dd6c032a,hashed_graph_id,9988,71,70,0.9859154929577465
tile:xla,test,3fe6a5ce0abbfa76178a482990816c25,hashed_graph_id,2937,73,80,1.095890410958904
tile:xla,test,402afcc7b0e8c3377fa21ec61b5d3514,hashed_graph_id,115,76,83,1.0921052631578947
tile:xla,test,403b920fef3cc6021cffe9960fdafce1,hashed_graph_id,725,25,24,0.96
tile:xla,test,4046fb97b72bea6304469200b6cca977,hashed_graph_id,272,61,65,1.0655737704918034
tile:xla,test,40c6586114c95bf25d4aed4fe33fc291,hashed_graph_id,9982,70,76,1.0857142857142856
tile:xla,test,410664beae0112bfbba658fa130d4f17,hashed_graph_id,125,21,21,1.0
tile:xla,test,417d30b0f01e1b0e3b9c3300fd3dd7d0,hashed_graph_id,523,49,48,0.9795918367346939
tile:xla,test,4184b887f2a686c9a91887945c51acfb,hashed_graph_id,115,9,8,0.8888888888888888
tile:xla,test,41adfd6f3552a132299ad355e89c18ad,hashed_graph_id,140,29,29,1.0
tile:xla,test,41cdd9ef056d0cb31bd4edafc9616de3,hashed_graph_id,4378,94,97,1.0319148936170213
tile:xla,test,41e0ad0236cee53ef6d0e237d185c643,hashed_graph_id,2213,94,97,1.0319148936170213
tile:xla,test,41eb55c0421f885199800092c533eac4,hashed_graph_id,787,73,80,1.095890410958904
tile:xla,test,420730b7437fde812543d5e2c8ebef70,hashed_graph_id,55,2,1,0.5
tile:xla,test,430a05305209f9f8800c38f3169c15c4,hashed_graph_id,1471,73,80,1.095890410958904
tile:xla,test,43f3ceea305a29037c3c3d0afe605dc3,hashed_graph_id,165,8,7,0.875
tile:xla,test,443fff7e8e9e731ba17bcff0fc57d04b,hashed_graph_id,26,19,18,0.9473684210526315
tile:xla,test,444c7fe5f48574e5ab1b16b16f1852de,hashed_graph_id,64,21,21,1.0
tile:xla,test,44b328ddba14dc9c63794a8e111f0117,hashed_graph_id,742,57,58,1.0175438596491229
tile:xla,test,44e66cef0f7628c9ef61bfb4319a6861,hashed_graph_id,61,25,24,0.96
tile:xla,test,45325c485e11c6cadc4df8236141af74,hashed_graph_id,966,30,29,0.9666666666666667
tile:xla,test,457bb743842c5b401babaeee78282418,hashed_graph_id,4,11,11,1.0
tile:xla,test,45a9d8170b391eb6e711d1862215785d,hashed_graph_id,610,49,48,0.9795918367346939
tile:xla,test,4605a1d6581d313d5d6ab0a5ac5093a2,hashed_graph_id,2297,20,23,1.15
tile:xla,test,463612ff30619335fe0af213c53b262d,hashed_graph_id,64,14,13,0.9285714285714286
tile:xla,test,46768e3945d6234b7a7ec55fad96a5b3,hashed_graph_id,190,8,8,1.0
tile:xla,test,47037df67e24913fc54f25f01a8e2df6,hashed_graph_id,9991,32,33,1.03125
tile:xla,test,47709b8a5ad520489eaa5a8e3c900ea0,hashed_graph_id,4,36,40,1.1111111111111112
tile:xla,test,477d751f4b3b5aa1c0b3d18a57b10347,hashed_graph_id,1323,76,83,1.0921052631578947
tile:xla,test,478b65b493a916d0157c2a803aa92e31,hashed_graph_id,2625,42,45,1.0714285714285714
tile:xla,test,4793b9fc31d53950997b1669067f8658,hashed_graph_id,897,37,38,1.027027027027027
tile:xla,test,47f8c860047bbb7a3f7f1ce7c503c7b2,hashed_graph_id,51,9,8,0.8888888888888888
tile:xla,test,483c2db1d9cabed6420f5a16168a54ba,hashed_graph_id,9887,42,41,0.9761904761904762
tile:xla,test,4862551bf0c916c347380b4b187a6d00,hashed_graph_id,207,43,42,0.9767441860465116
tile:xla,test,48729b1dbf5ba6831f9e3dc526a254ec,hashed_graph_id,859,42,45,1.0714285714285714
tile:xla,test,488bf17e123df3e4231b1d1ed95552f5,hashed_graph_id,7909,12,11,0.9166666666666666
tile:xla,test,48ae3aa2b55fbc4fdc99e1825d5ee207,hashed_graph_id,3348,42,45,1.0714285714285714
tile:xla,test,48e5c6e8c63cb16061fc6425790992a6,hashed_graph_id,8394,32,33,1.03125
tile:xla,test,49892caa0f3ab3e3f0e2133111450e05,hashed_graph_id,743,29,29,1.0
tile:xla,test,49c948f61e7a37b392b14235eeeb1d17,hashed_graph_id,55,2,1,0.5
tile:xla,test,4a1d9f054c89c29b6ec14101ec66336c,hashed_graph_id,130,8,7,0.875
tile:xla,test,4a38e5e683f2ded9a2a5d2f0e6a3f724,hashed_graph_id,8991,70,76,1.0857142857142856
tile:xla,test,4a83877309d26f07bb672721dd2bd77c,hashed_graph_id,1802,65,70,1.0769230769230769
tile:xla,test,4aa7bd94d7cc5c14c4c5caf6081a3f33,hashed_graph_id,454,62,64,1.032258064516129
tile:xla,test,4bd05535dddd6a7ed2ca31dd93ba6c28,hashed_graph_id,856,18,17,0.9444444444444444
tile:xla,test,4be82c4b56564148a941257c30389406,hashed_graph_id,190,14,13,0.9285714285714286
tile:xla,test,4c900b8b85348c80fde7f52d2d6f8f64,hashed_graph_id,996,25,24,0.96
tile:xla,test,4c96820970c77c4b5cd84c1faf3bc170,hashed_graph_id,139,12,11,0.9166666666666666
tile:xla,test,4ca356313864c2ffacb75be858c0d077,hashed_graph_id,9971,70,76,1.0857142857142856
tile:xla,test,4cab633972ffc909f7f0a9cefc36acae,hashed_graph_id,1168,29,29,1.0
tile:xla,test,4d1aaf660cf1e107f11e76da66b4671a,hashed_graph_id,415,9,8,0.8888888888888888
tile:xla,test,4d3ffc822a0ad2f55a4a3c16b45ca037,hashed_graph_id,138,37,38,1.027027027027027
tile:xla,test,4d5b434090ed1b3ff552d02c62b1a96c,hashed_graph_id,1511,38,38,1.0
tile:xla,test,4d7086952c254ba4a1bcb2706b9b1552,hashed_graph_id,4,36,40,1.1111111111111112
tile:xla,test,4da35e3375be94038ec650417e3863e5,hashed_graph_id,483,61,63,1.0327868852459017
tile:xla,test,4dd1716853ed46ee4e7d09ede1732de8,hashed_graph_id,9964,42,45,1.0714285714285714
tile:xla,test,4dd6c6c39c99ba7570570a3871ca7fde,hashed_graph_id,259,31,31,1.0
tile:xla,test,4e34582339f65c5a3d2f80fa65059ff5,hashed_graph_id,528,41,40,0.975609756097561
tile:xla,test,4ed38e9ba18d48c50f4bc9b515e479bf,hashed_graph_id,5,11,11,1.0
tile:xla,test,4ee70376fe5cf2d9cdcb6a1586ff81b6,hashed_graph_id,803,26,28,1.0769230769230769
tile:xla,test,4f222cd58108493ac2db9cc0fdd3bc62,hashed_graph_id,161,59,61,1.0338983050847457
tile:xla,test,4fd0d8b264c6c65a4247cb0a0b93b1c2,hashed_graph_id,856,25,24,0.96
tile:xla,test,50233c4ad6ebb1ee296cb6258d2240fb,hashed_graph_id,4703,42,45,1.0714285714285714
tile:xla,test,5026dd538c67cc120dd1903e1d444016,hashed_graph_id,429,28,27,0.9642857142857143
tile:xla,test,5099fc8482a1b436873cf68191ca61d5,hashed_graph_id,5239,42,45,1.0714285714285714
tile:xla,test,51e65607ac91748562d4c1498e72d5ef,hashed_graph_id,7344,43,42,0.9767441860465116
tile:xla,test,51f288be843f15e7d2f2e7b40182da9b,hashed_graph_id,1292,23,23,1.0
tile:xla,test,5201beb9ca1b4e99bfe7ec6dd6f0721c,hashed_graph_id,72,21,21,1.0
tile:xla,test,522293fbd9014c112eea803bd8c01da3,hashed_graph_id,1150,19,19,1.0
tile:xla,test,522ccab615d5de8f414bd5925197567b,hashed_graph_id,9984,73,80,1.095890410958904
tile:xla,test,530173f4d306349c2aec5e70a9b966bf,hashed_graph_id,908,19,19,1.0
tile:xla,test,53121d52cc29e554cbe1382200f3f914,hashed_graph_id,357,76,83,1.0921052631578947
tile:xla,test,533486e6fecebb7df906d153b9355df7,hashed_graph_id,1158,38,38,1.0
tile:xla,test,5335b1489ad111732b7460fb4afd45ed,hashed_graph_id,1058,13,14,1.0769230769230769
tile:xla,test,534ee5f13eab0f69bdcc4873f5088eb0,hashed_graph_id,11,9,8,0.8888888888888888
tile:xla,test,539e3e818bfdfe7bfe3823ad7bc1e5e0,hashed_graph_id,138,70,70,1.0
tile:xla,test,53b5e34ab8d8237f014b323c963c97d8,hashed_graph_id,1326,94,97,1.0319148936170213
tile:xla,test,53cd09d56985c136df1aebfa2b7d150d,hashed_graph_id,558,55,57,1.0363636363636364
tile:xla,test,54388445f50bf76e64193a67147efdea,hashed_graph_id,5057,71,70,0.9859154929577465
tile:xla,test,5469275134b357895c1dd3e2f98022f7,hashed_graph_id,9990,73,80,1.095890410958904
tile:xla,test,554f974f026f3645d7e301479f0ed9e6,hashed_graph_id,26,13,12,0.9230769230769231
tile:xla,test,55cebbadd2b1e32f6c06779449bd5f9e,hashed_graph_id,6995,36,35,0.9722222222222222
tile:xla,test,565d336fa1d2611f2930d883b29799b6,hashed_graph_id,112,40,39,0.975
tile:xla,test,567d18d07af7c35eadd3e79ddaa9de65,hashed_graph_id,487,2,1,0.5
tile:xla,test,56b8dcf9b28ddd88f5fb359186c4f215,hashed_graph_id,1301,59,61,1.0338983050847457
tile:xla,test,56dc01c1f720c42a53ae87e025c1592f,hashed_graph_id,813,19,19,1.0
tile:xla,test,573ea091267ae13f76a14d7bd0a4c2c2,hashed_graph_id,210,38,38,1.0
tile:xla,test,576120dace5c538dba923e430f6933e1,hashed_graph_id,367,49,49,1.0
tile:xla,test,57612df6091fe11c498a48fc069186dc,hashed_graph_id,242,2,1,0.5
tile:xla,test,57aad5ff6faddea74fe8f2b9f926fd2a,hashed_graph_id,165,2,1,0.5
tile:xla,test,5821c1951326d22848e783d19df77fec,hashed_graph_id,997,37,38,1.027027027027027
tile:xla,test,5856748c8f1c66efdb6a6c45f98e1859,hashed_graph_id,773,43,49,1.1395348837209303
tile:xla,test,58a5385978d6d4e12f14b4329de36548,hashed_graph_id,1545,41,40,0.975609756097561
tile:xla,test,58dd679c6ff5cc227d913a3fc16fce06,hashed_graph_id,55,2,1,0.5
tile:xla,test,592804fb43b170db0dc9a5434f6d97d3,hashed_graph_id,49,47,50,1.0638297872340425
tile:xla,test,59309b036da76705d1fc14d5f3dc90c6,hashed_graph_id,114,57,58,1.0175438596491229
tile:xla,test,5963426e950e9885f1c162016794eefe,hashed_graph_id,102,9,8,0.8888888888888888
tile:xla,test,59e544739136d3ce84bac0b42bd3a1c5,hashed_graph_id,897,43,49,1.1395348837209303
tile:xla,test,5a734700b4dca3027b56011b01fd4f03,hashed_graph_id,1021,21,21,1.0
tile:xla,test,5af063306312b5164db775c82b5df9af,hashed_graph_id,7,11,11,1.0
tile:xla,test,5b2ee86012f40413ab109039bc98b877,hashed_graph_id,114,61,61,1.0
tile:xla,test,5b84fc48a14f131f0bce503e401d7a81,hashed_graph_id,3087,12,11,0.9166666666666666
tile:xla,test,5b9f8ba192f9fb8ae999524fce376ec7,hashed_graph_id,806,72,75,1.0416666666666667
tile:xla,test,5c02e62c10e5b419257d5e197b86892a,hashed_graph_id,81,37,38,1.027027027027027
tile:xla,test,5c2478b5096ccfad72986eb07515676f,hashed_graph_id,85,57,58,1.0175438596491229
tile:xla,test,5c92563197727ecc80032a2c393b9c29,hashed_graph_id,93,26,26,1.0
tile:xla,test,5cd5140c3122cc64010552a22a2ac701,hashed_graph_id,592,7,6,0.8571428571428571
tile:xla,test,5d01c8e61fe29ba7b911dc3e4e69fbef,hashed_graph_id,201,37,38,1.027027027027027
tile:xla,test,5d6f4f51dcf257f2f9093b9e16e999e1,hashed_graph_id,996,39,43,1.1025641025641026
tile:xla,test,5e3817a82790a84b6956dbb853e8b3c8,hashed_graph_id,153,37,38,1.027027027027027
tile:xla,test,5feea5f6e47fcc9c5ccf7587c16ebe1f,hashed_graph_id,8788,12,11,0.9166666666666666
tile:xla,test,5ff19f141bbd009a1ea0514bb7983e7b,hashed_graph_id,10000,57,57,1.0
tile:xla,test,6000f82146e4a847c0616961c33ecdbf,hashed_graph_id,138,37,38,1.027027027027027
tile:xla,test,601666f1122b36dee0d070f703b0de1d,hashed_graph_id,30,31,33,1.064516129032258
tile:xla,test,60c042ec6c3beb60211c176dcae34141,hashed_graph_id,1443,49,48,0.9795918367346939
tile:xla,test,6144042c911d82466c3b688074e185f0,hashed_graph_id,9997,12,11,0.9166666666666666
tile:xla,test,61a447595f405949b1ee02b98727158f,hashed_graph_id,1279,72,75,1.0416666666666667
tile:xla,test,61d0da767f037a0caead3fda27ff6324,hashed_graph_id,190,5,4,0.8
tile:xla,test,61dd0e5cb964bf0652acd33ad198f807,hashed_graph_id,805,65,70,1.0769230769230769
tile:xla,test,6237836dc4672810d36a6679ebd67b99,hashed_graph_id,996,43,49,1.1395348837209303
tile:xla,test,6297c4d979e7969b46e887521f5912c3,hashed_graph_id,85,8,7,0.875
tile:xla,test,6302d2e2390c51d0dc34cc06861cd178,hashed_graph_id,8976,70,76,1.0857142857142856
tile:xla,test,634f6cf6b88b10b12100a4671ca6c759,hashed_graph_id,116,37,38,1.027027027027027
tile:xla,test,645688bc03db7769df973368bce110f8,hashed_graph_id,30,2,1,0.5
tile:xla,test,64c8d7af6be1888595f9dbf55e612f04,hashed_graph_id,16,2,1,0.5
tile:xla,test,652aadb0614f2a8867c3aadcddd820e3,hashed_graph_id,532,10,11,1.1
tile:xla,test,65754efd3f004920a0ec779fe543ef4b,hashed_graph_id,1276,101,104,1.0297029702970297
tile:xla,test,65dc82b7231c5b4d0a651ddbfcb19613,hashed_graph_id,521,7,8,1.1428571428571428
tile:xla,test,6647c87535c9d64a15a0da3c6319c517,hashed_graph_id,528,25,24,0.96
tile:xla,test,6692f7a6518c17063aa533b496043c73,hashed_graph_id,6,11,11,1.0
tile:xla,test,66a267cac5cf4becd1fc0df3f8785c70,hashed_graph_id,164,9,8,0.8888888888888888
tile:xla,test,675a12ea0315ded4fe1b6e607d5eec65,hashed_graph_id,6,11,11,1.0
tile:xla,test,67d829be0df6a19794899990485f3ff1,hashed_graph_id,85,9,8,0.8888888888888888
tile:xla,test,6803f415ab1f7cb03f94f04756ba3828,hashed_graph_id,185,9,8,0.8888888888888888
tile:xla,test,68c5989e333c40d46ccbe8ab8e08ed2d,hashed_graph_id,30,13,12,0.9230769230769231
tile:xla,test,68ca2cb8b22ea275e28bc9e3cb9820c8,hashed_graph_id,419,35,34,0.9714285714285714
tile:xla,test,6971d171d410d5ef96e7ea1edfa07210,hashed_graph_id,917,73,80,1.095890410958904
tile:xla,test,6a871664913c444531f15191336f42fb,hashed_graph_id,55,2,1,0.5
tile:xla,test,6ade7005f43477b524f408869c7a23be,hashed_graph_id,856,41,40,0.975609756097561
tile:xla,test,6b3be2600927a0e1659c70478ac30265,hashed_graph_id,180,8,7,0.875
tile:xla,test,6ba9ef6d9007dd30f738cd0fa4eabcbc,hashed_graph_id,331,38,38,1.0
tile:xla,test,6c18c36456ce2a174edd44fdda67c8f9,hashed_graph_id,833,57,58,1.0175438596491229
tile:xla,test,6c9569b6cc9662696a9fef67adb6117b,hashed_graph_id,903,19,19,1.0
tile:xla,test,6c9bd8fb6b9cb4d37202927553c95a33,hashed_graph_id,21,23,23,1.0
tile:xla,test,6ca696e19657efcd1b434b29473172fa,hashed_graph_id,499,54,56,1.037037037037037
tile:xla,test,6cc921dcaee6fb44ddfd22c127a2bf62,hashed_graph_id,643,25,24,0.96
tile:xla,test,6cf339737c41cb124660b9d5d74a09ae,hashed_graph_id,1593,41,42,1.024390243902439
tile:xla,test,6d54cfa452720a1802eb9516679dae66,hashed_graph_id,30,28,27,0.9642857142857143
tile:xla,test,6d623120471a6053403133d841230306,hashed_graph_id,1673,14,13,0.9285714285714286
tile:xla,test,6dc2d8b49f54274c8e7dc9c2f58149c0,hashed_graph_id,643,41,40,0.975609756097561
tile:xla,test,6defd507783d75ffdecc3a04975f7d99,hashed_graph_id,18,9,8,0.8888888888888888
tile:xla,test,6e0358199489ac4133c75c661376660c,hashed_graph_id,46,68,89,1.3088235294117647
tile:xla,test,6e3d8e1b96f9953cc19ccbdfd912de1a,hashed_graph_id,434,21,21,1.0
tile:xla,test,6ec96ca52640832842b7bf32dfb43b5d,hashed_graph_id,3,18,18,1.0
tile:xla,test,6ed25f3ba90cf246ab3b9d637c70e61b,hashed_graph_id,8034,18,17,0.9444444444444444
tile:xla,test,6edf8355964cd3b493cabe7e9caa5201,hashed_graph_id,161,64,63,0.984375
tile:xla,test,6ee4b1e0585d266efb2dde1fac8cdfb4,hashed_graph_id,779,14,13,0.9285714285714286
tile:xla,test,6f80ef454744ebc2641433206f2c61fc,hashed_graph_id,2109,20,23,1.15
tile:xla,test,6f95ec3b0dd64b70b056449a4002411f,hashed_graph_id,9993,32,33,1.03125
tile:xla,test,6fc911aa09880b7cc2d04dc6c4f22dd0,hashed_graph_id,1162,37,44,1.1891891891891893
tile:xla,test,6fce8edb767fe07b2d3f1521d1d5dfc4,hashed_graph_id,72,14,13,0.9285714285714286
tile:xla,test,6fe0eaca0f87dc848b8d32cfd850fa24,hashed_graph_id,2700,69,75,1.0869565217391304
tile:xla,test,6ff2fe0ad9f8d3dcad421d0aabc68cb3,hashed_graph_id,140,19,19,1.0
tile:xla,test,703d190d3e84c55690b8a4526bad1447,hashed_graph_id,163,70,70,1.0
tile:xla,test,7061e6843205019f4f92813eea0198b5,hashed_graph_id,39,14,13,0.9285714285714286
tile:xla,test,712775a7172527588e3c77af15c10591,hashed_graph_id,9973,73,80,1.095890410958904
tile:xla,test,714add24f07c21c1f687a4d096917b4a,hashed_graph_id,23,2,1,0.5
tile:xla,test,71dc638d63946151862fab0c521d6087,hashed_graph_id,34,2,1,0.5
tile:xla,test,71dfaa04cb384fc35c15b7fbb5ff3b28,hashed_graph_id,970,38,37,0.9736842105263158
tile:xla,test,724dbd338923da4d9fa688d5b19a66fc,hashed_graph_id,2157,14,13,0.9285714285714286
tile:xla,test,726bbecbfd4ec63024bd8f4989d61837,hashed_graph_id,30,13,12,0.9230769230769231
tile:xla,test,726dc7966182c071b0dd3744c9d1ef1c,hashed_graph_id,4560,43,44,1.0232558139534884
tile:xla,test,72ba9ab76269be7c8e49a5fbb11ef698,hashed_graph_id,1516,19,19,1.0
tile:xla,test,72e8d1d84ad96f46d74c802a75496f92,hashed_graph_id,1836,39,39,1.0
tile:xla,test,72e9fc567e22796ad3c058d93c056dbc,hashed_graph_id,1543,20,23,1.15
tile:xla,test,737ac072c8a66751753c055f359b651b,hashed_graph_id,251,18,19,1.0555555555555556
tile:xla,test,746d001b150bede99731e62a85b7157e,hashed_graph_id,1509,80,87,1.0875
tile:xla,test,74d72cc0bdeeb5ca10c963120733b6af,hashed_graph_id,770,43,49,1.1395348837209303
tile:xla,test,750b2acb1e9e7e6884ff6de304c3aba0,hashed_graph_id,8317,37,39,1.054054054054054
tile:xla,test,75121ad778d92722504f620c4c108f45,hashed_graph_id,1065,41,40,0.975609756097561
